c g $max_lat $min_lat $max_lon $min_lon $center_lat $center_lon
c p #nodes #edges
f 7.3159916 51.292579 7.3162072 51.2927513 7.3163433 51.2928487 7.3165727 51.2929745 7.3169267 51.2931925 7.3170313 51.2932563 7.3171587 51.2933163 7.3172566 51.2933523 7.3173773 51.2933963 7.3175041 51.2934528 7.3176053 51.2935347 7.3176462 51.2935766 7.3177093 51.2936521 7.3178242 51.2937659 7.3179352 51.2938504 7.3180611 51.293933 7.3182953 51.2940605 7.3185394 51.2941873 7.318705 51.2942639 7.3188649 51.2943236 7.3189144 51.2943378 7.3191567 51.294398 7.3193344 51.294438 7.3194489 51.2944843 7.3195158 51.2945313 7.3195617 51.2945954 7.3195678 51.2946101 7.3195744 51.2946753 7.3195235 51.2947544 7.31931 51.2949721 7.3192586 51.2950487 7.3192624 51.2950768 7.3192863 51.295113 7.3195147 51.2952464 7.320129 51.2956073 7.3204563 51.29575 7.3206217 51.2957935 7.320957 51.295861 7.321383 51.295934 7.3216155 51.2959681 7.3218612 51.2960042 7.3223633 51.296063 7.3229746 51.2961219 7.3233433 51.2961566 7.3237474 51.2962062 7.3240859 51.296258 7.3244058 51.2963121 7.3257908 51.2965386 7.3266092 51.2966327 7.3273629 51.2967037 7.327446 51.2967164 7.3274998 51.2967323 7.3275691 51.2967689 7.3276078 51.2968158 7.3276338 51.2968856 7.327647 51.2969448 7.3276236 51.2970617 7.3278895 51.2970931 7.3280163 51.297113 7.3281772 51.297144 7.3284749 51.2972128 7.3291714 51.2973778 7.3293427 51.2974161 7.3295139 51.2974446 7.3297031 51.2974695 7.3299105 51.2974891 7.3300995 51.2974996 7.3302852 51.2975041 7.3304404 51.2975029 7.3305945 51.2974992 7.3307629 51.2974861 7.3309184 51.2974641 7.3310814 51.2974417 7.3313754 51.2973969 7.3318998 51.2973495 7.3322612 51.297348 7.332395 51.2973491 7.3325352 51.2973558 7.3327495 51.2973731 7.3328666 51.2973938 7.3330381 51.2974294 7.3331284 51.2974548 7.3332688 51.2974964
g
e 367934691 367934708 19.191
f 7.3159916 51.292579 7.3159398 51.2925909 7.315885 51.2925867 7.3158392 51.2925674 7.3158125 51.2925372
g
e 367981544 1774058651 91.544
f 7.3155961 51.4175026 7.3157707 51.4178165 7.3158414 51.4181546
g footway
e 368005111 368005113 176.07500000000002
f 7.3182242 51.4134037 7.3181498 51.4135181 7.3179662 51.4136769 7.3178702 51.413737 7.3177624 51.4137735 7.3176114 51.4137938 7.3174275 51.4137974 7.3172068 51.4137773 7.3170204 51.4137239 7.3168343 51.4136585 7.3165575 51.413587 7.3164288 51.4135704 7.3162738 51.4135764 7.316161 51.4135917
g gravel track track
e 368005113 1458791090 179.315
f 7.3160781 51.4136068 7.315952 51.4135114 7.3157363 51.413373 7.3155905 51.4133023 7.3154025 51.4133029 7.3153083 51.4133181 7.314536 51.4135668 7.3142383 51.4135592 7.3140204 51.4135832 7.3139194 51.4135757
g gravel path
e 368310567 368935528 10.459
f
g
e 368326504 368326626 273.786
f 7.3186719 51.4202332 7.3188254 51.4203191 7.3189255 51.4203916 7.3190311 51.4204888 7.3192638 51.4206524 7.319773 51.4209279 7.320228 51.4210952 7.3206637 51.4212138 7.3211512 51.4213138 7.3215252 51.4213664 7.3217876 51.4213956 7.3218955 51.4214171
g path
e 368326504 3047987416 172.81400000000002
f 7.3186719 51.4202332 7.3186204 51.4203707 7.3185716 51.4205696 7.3185228 51.4208501 7.3185065 51.4208834 7.3185202 51.4209142 7.3183492 51.4213016 7.3183185 51.4214309
g gravel track track
e 368327543 368327577 98.854
f 7.3156428 51.4252487 7.315714 51.4253207 7.3156586 51.4254299 7.3153297 51.4258362
g compacted track track
e 368935528 588149821 272.82800000000003
f 7.377848 51.5701776 7.3779988 51.5702505 7.3783944 51.5703701 7.3786978 51.570458 7.3789907 51.5705477 7.3798417 51.5708078 7.3800348 51.5708704 7.380255 51.5709511 7.3805461 51.5710545 7.3805855 51.5710697 7.3807724 51.571157 7.3809328 51.5712486 7.3809893 51.5712668 7.3810369 51.5712696 7.3811093 51.5712571 7.3812012 51.5712305
g
e 369697469 6421276036 229.914
f 7.4636279 51.5120957 7.4635713 51.5119585 7.4635057 51.5118679 7.4634948 51.5117712 7.4634831 51.5116719 7.4634831 51.5115689 7.4634832 51.5114388 7.4634423 51.5112585 7.4633689 51.511105 7.4632546 51.510973 7.4630436 51.5107536 7.4629567 51.5106797 7.4629317 51.5106572 7.4628618 51.5105943 7.4627207 51.5104642 7.4626098 51.5103619 7.4625609 51.5103157 7.4625325 51.5102871
g
e 370024963 716523701 33.224
f 7.4858193 51.4198329 7.4858977 51.419845
g footway
e 371086447 4007879599 27.320999999999998
f 7.3860329 51.5729079 7.3859284 51.5730488
g
e 371086447 371141773 273.399
f 7.3860329 51.5729079 7.3847932 51.5725277 7.3839899 51.5722814 7.3839436 51.5722676 7.3845473 51.5715985
g
e 371141773 1604834366 151.874
f 7.3847392 51.5713859 7.3847728 51.5713977 7.3857238 51.5717311 7.3859844 51.5718226 7.3864403 51.5719792 7.3865668 51.5720267 7.3865993 51.5720521 7.3866184 51.5720533
g footway
e 371667373 8664639606 3.963
f
g
e 371667373 8664639610 70.425
f 7.1844927 51.320027 7.1847858 51.3200117
g
e 371667373 437382610 843.0069999999998
f 7.1844927 51.320027 7.1842729 51.3201153 7.1840547 51.3202651 7.1840421 51.3202778 7.1839755 51.320345 7.1837156 51.3206073 7.1834803 51.3208541 7.1833867 51.3211209 7.1834775 51.3215667 7.1834727 51.3217482 7.1833863 51.3219643 7.1830423 51.3224812 7.1829404 51.3226431 7.1827632 51.3229247 7.182725 51.3229854 7.1825382 51.3232707 7.1824231 51.3232688 7.1823729 51.3232679 7.1815805 51.3233818 7.1812809 51.3235047 7.1809934 51.323656 7.1807757 51.3237302 7.1806495 51.3237393 7.1804412 51.3237369 7.1800696 51.3237022 7.179517 51.3238728 7.1792918 51.3239611 7.1790276 51.3239821 7.1788191 51.3240215 7.1786388 51.3240761 7.1783866 51.3242279 7.1781546 51.324312 7.1777271 51.3243554 7.1773135 51.3244442 7.1772579 51.3244667 7.1769801 51.3245789 7.1769553 51.3246
g unclassified
e 371755199 371763767 464.67600000000004
f 7.0931344 51.4233932 7.0934799 51.4231373 7.0937353 51.4229198 7.0938107 51.4228604 7.0938971 51.4228017 7.0941996 51.4226354 7.094315 51.4225125 7.0943143 51.4225047 7.0943033 51.4225024 7.0941752 51.4225213 7.0941484 51.4225172 7.0941405 51.4225016 7.0941758 51.4224065 7.0943441 51.4223312 7.0943928 51.4222938 7.0944362 51.4222235 7.0944914 51.4221168 7.0945264 51.421985 7.0947768 51.4219901 7.094904 51.4219932 7.0948988 51.4218356 7.0949409 51.4217757 7.0949943 51.4217159 7.0950114 51.4216827 7.0950195 51.4216334 7.0950078 51.421575 7.0949859 51.4215002 7.0949773 51.4214398 7.0949735 51.4213782 7.094986 51.421309 7.0950487 51.4211177 7.0951774 51.4207728 7.0952685 51.4205754 7.0953549 51.4204381 7.0954789 51.4203044 7.0955563 51.4203166 7.0957717 51.4203487
g footway
e 371763767 371765302 165.96699999999998
f 7.0959542 51.4203705 7.0960615 51.4202292 7.0961264 51.4201458 7.0961929 51.4200404 7.0962336 51.4199276 7.0963684 51.419499 7.0963728 51.4194735 7.0963768 51.4194254 7.0964058 51.4192863 7.0964217 51.4192102 7.0964188 51.419147 7.0964567 51.4190376
g footway
e 371765302 1682951671 81.60300000000001
f 7.0963509 51.4189472 7.0964137 51.4189198 7.0964817 51.4188423 7.0965322 51.4187761 7.0965602 51.4187345 7.0965982 51.4186834 7.0966879 51.4185795 7.0967833 51.4184931 7.0969069 51.4183925
g secondary
e 372804813 10660006421 9.317
f 7.3867629 51.5717505 7.3867113 51.5717487 7.3866611 51.5717561
g secondary
e 372804813 1605085409 34.528
f 7.3867629 51.5717505 7.3868082 51.5717602 7.3868477 51.571777 7.3868786 51.5717997 7.3868988 51.5718267 7.3869069 51.5718582 7.3869004 51.5718898 7.3868796 51.5719191 7.3868465 51.5719434 7.3868035 51.571961
g secondary
e 372880059 372880115 62.65899999999999
f 7.1106018 51.3642837 7.1104266 51.3643619 7.110152 51.364453
g unpaved path
e 372880059 372881310 79.369
f 7.1106018 51.3642837 7.11082 51.3643361 7.1111805 51.3643468
g path
e 372880059 372881734 199.392
f 7.1106018 51.3642837 7.1106246 51.3642357 7.110656 51.3642198 7.1107383 51.3642067 7.1108237 51.3641675 7.1109928 51.3641153 7.1110572 51.3641011 7.111144 51.3640843 7.1113191 51.3640681 7.111497 51.3640631 7.1116366 51.3640736 7.1116731 51.364074 7.11179 51.3640561 7.1118865 51.3640523 7.1120254 51.364048 7.112129 51.3640656 7.1122479 51.3641123 7.112296 51.3641357 7.1123715 51.3641815 7.1126395 51.3643067 7.1127053 51.3643254 7.1127571 51.364348 7.1128106 51.364374 7.1128781 51.3644274 7.1129509 51.364483
g path
e 372880115 10969310453 375.684
f 7.1098326 51.3645771 7.1097348 51.3645886 7.10971 51.364587 7.1096178 51.3645459 7.109596 51.3645453 7.1095511 51.3645591 7.1095303 51.3645585 7.109366 51.3644991 7.109199 51.3644492 7.1090515 51.3643998 7.1089268 51.3643421 7.1085754 51.3641888 7.1081228 51.3639807 7.1080349 51.3639422 7.1079679 51.3638957 7.1078297 51.363812 7.1077681 51.3637948 7.1077111 51.3638049 7.1074784 51.3639318 7.1072464 51.3640716 7.1063331 51.3634595 7.1058704 51.3631254
g unpaved path
e 372881310 7419862897 185.355
f 7.1117282 51.3643281 7.1118097 51.3644055 7.1120152 51.3646188 7.1121021 51.3648158 7.1121785 51.3649196 7.1122792 51.3649934 7.1123821 51.365006 7.1125323 51.364888 7.1126976 51.3647621 7.1128374 51.3647775 7.1130466 51.3649148 7.1130252 51.3649968 7.1130681 51.3650345 7.1131359 51.3650669
g path
e 372881310 372881734 95.16799999999999
f 7.1117282 51.3643281 7.1119802 51.3643404 7.1122033 51.3643887 7.1124437 51.3644369 7.1127784 51.3645012
g path
e 372881734 372881802 41.702
f 7.1130439 51.3645551 7.1131754 51.36461 7.1133175 51.3646937
g path
e 372889748 372896969 530.8240000000001
f 7.1406497 51.3726942 7.1406466 51.3726628 7.1406486 51.3726322 7.140662 51.3726008 7.1406875 51.3725647 7.140761 51.3724937 7.1407988 51.372466 7.1408498 51.3724394 7.1411216 51.3723464 7.1413001 51.3722796 7.1416988 51.3721293 7.1418518 51.3720836 7.1420103 51.3720482 7.1422951 51.371998 7.1425821 51.3719514 7.1429525 51.3718966 7.1431518 51.3718761 7.1432075 51.3718732 7.1433223 51.3718732 7.1434712 51.3718802 7.1436193 51.3718922 7.1437502 51.3719058 7.1438 51.3719244 7.143866 51.3719519 7.1439261 51.3719763 7.1440262 51.372007 7.1441799 51.372042 7.1443435 51.3720778 7.1444059 51.3720952 7.1445207 51.3721358 7.1446355 51.3721767 7.1448689 51.3722511 7.1450396 51.3722923 7.145251 51.3723228 7.1460316 51.372404 7.1463588 51.3724195 7.1464352 51.3724268 7.1467206 51.3724897 7.1474002 51.372646
g unpaved track track footway
e 372889748 493330150 355.547
f 7.1406497 51.3726942 7.1405675 51.3726676 7.1403998 51.3726209 7.140241 51.3725793 7.1401329 51.3725556 7.1399647 51.3725963 7.1396415 51.3725456 7.1393002 51.3724783 7.1390381 51.3724223 7.1390622 51.3723004 7.1390755 51.372258 7.1390988 51.3722172 7.1391358 51.3721873 7.1391752 51.372164 7.1392559 51.3721492 7.1393458 51.3721422 7.1396629 51.3721296 7.1399009 51.3721121 7.1400116 51.3720947 7.1401276 51.3720641 7.1403118 51.3720202 7.140361 51.3719331 7.1404029 51.37185 7.1404186 51.3718017 7.1404286 51.3717452 7.1404381 51.3716571
g secondary footway
e 372889748 2842206223 169.91
f 7.1406497 51.3726942 7.1406636 51.3727951 7.1406598 51.3728406 7.140629 51.372901 7.1406814 51.3729491 7.1406284 51.373035 7.1405704 51.3731322 7.1404229 51.373369 7.1404032 51.3734009 7.1402481 51.3733725 7.1401704 51.3733603 7.1398121 51.3732911 7.1395974 51.3732503
g footway
e 372896969 410284238 1060.778
f 7.1475785 51.3726991 7.1477906 51.3727734 7.1481265 51.3728495 7.148715 51.372983 7.1492236 51.3730755 7.1497712 51.3731101 7.1505787 51.3731616 7.150742 51.3731766 7.151443 51.3733405 7.1518049 51.3734025 7.1521239 51.3734738 7.1530477 51.3737809 7.1536163 51.3738666 7.1545146 51.3741117 7.1556872 51.3744512 7.1562896 51.3746338 7.1567338 51.3747528 7.1571604 51.3748466 7.1573758 51.3749113 7.1577541 51.3750544 7.1581553 51.3751897 7.1583801 51.3752548 7.159054 51.3754326 7.1591574 51.3754942 7.1592292 51.3755747 7.1593316 51.3757772 7.1594256 51.3758669 7.1595537 51.3759304 7.1596805 51.3759668 7.1597846 51.3759824 7.1598913 51.3759939 7.1599724 51.3759953 7.1600664 51.37599 7.1601365 51.3759723 7.1604207 51.3758729 7.1606853 51.3757963 7.1610071 51.3757381 7.1612122 51.375707
g unpaved track track
e 372917276 372918912 96.42099999999999
f 7.1741862 51.3823389 7.1742209 51.3822927 7.1742201 51.3822542 7.1742119 51.3821792 7.1741917 51.3820206 7.1741843 51.3819174 7.1741767 51.3818277 7.1741804 51.3817352 7.1741852 51.3816881 7.1741989 51.3816452 7.1742218 51.3816044 7.1742515 51.3815669
g compacted track track
e 372924674 372925352 211.10499999999996
f 7.1811337 51.3800241 7.1812664 51.3797835 7.1814308 51.3793177 7.181467 51.3792415 7.1816539 51.3789917 7.1817048 51.3789008 7.1817432 51.3788429 7.1818642 51.3786952 7.1819449 51.378606 7.1820637 51.3785519 7.1822087 51.3784919
g track track
e 372925352 4560246188 1563.1369999999997
f 7.1824981 51.3784556 7.182872 51.3784774 7.1831466 51.3785269 7.1835257 51.3786047 7.1840892 51.3786842 7.1846731 51.378776 7.1851478 51.3788065 7.1855852 51.3789027 7.1865505 51.3791715 7.1867576 51.379201 7.1869771 51.3791859 7.1874865 51.3791327 7.1875924 51.3791232 7.188067 51.3793314 7.1886263 51.3795755 7.1889503 51.3797262 7.1893681 51.379953 7.1897242 51.3801321 7.190065 51.3803141 7.1902692 51.3804082 7.1902715 51.3804572 7.1902215 51.3805106 7.1901238 51.3805434 7.1898378 51.3805446 7.1895394 51.380516 7.1890553 51.3804663 7.1884622 51.3804195 7.1881951 51.3803772 7.1880349 51.3803277 7.1877232 51.3802726 7.1874039 51.3802118 7.1871916 51.3801858 7.1869189 51.3801522 7.1866468 51.3801145 7.1863778 51.3800864 7.1862742 51.3800708 7.1861999 51.3800619 7.1860602 51.3800436 7.1858855 51.3800413 7.1857267 51.3800457 7.185612 51.3800896 7.1857364 51.3802115 7.1857803 51.3802672 7.185933 51.3804843 7.1860396 51.3806595 7.1861052 51.3807963 7.1861276 51.3809587 7.1859648 51.3813004 7.1859104 51.3814641 7.1857903 51.3816504 7.1857249 51.3817345 7.1858103 51.3818099 7.1861517 51.382015 7.1864247 51.3820646 7.1867959 51.3821771 7.1871875 51.3822902 7.1874591 51.3823986 7.1875361 51.3824438 7.1880827 51.3826723 7.1884423 51.3828906 7.1889598 51.38319 7.1891292 51.3833107 7.1893287 51.3833596 7.189499 51.383421 7.1896315 51.3835011 7.1897314 51.3835803 7.1897362 51.3836997 7.1897354 51.3837775 7.1894941 51.3839285
g paved gravel track path track
e 372937884 470317359 15.033
f
g
e 372937884 372954648 1639.3109999999992
f 7.2045361 51.3749321 7.2046417 51.3749 7.2048736 51.3748561 7.2051039 51.3748194 7.205228 51.3747949 7.2053888 51.3747679 7.2054897 51.3747664 7.2055433 51.3747771 7.2056093 51.3748058 7.2057738 51.3748928 7.2058538 51.3749349 7.2059255 51.3749571 7.2060228 51.3749721 7.2063203 51.374987 7.2064203 51.3749911 7.2068114 51.3750069 7.2071157 51.3750244 7.2074743 51.3750149 7.2078797 51.3749853 7.2083295 51.3749036 7.208575 51.3748727 7.2086881 51.3748623 7.2088144 51.3748643 7.2089611 51.3748691 7.20917 51.3749151 7.2093352 51.3749717 7.2097283 51.3746379 7.209813 51.3745696 7.2101906 51.3742914 7.2105612 51.3739818 7.2106683 51.3738945 7.2108817 51.3736749 7.2109164 51.3736465 7.2109607 51.3736214 7.211048 51.3735815 7.2111572 51.3735435 7.211286 51.3735129 7.2113617 51.3734987 7.2114301 51.3734891 7.2115152 51.3734807 7.2116389 51.3734717 7.211819 51.3734556 7.2119095 51.3734418 7.2119995 51.3734222 7.2121254 51.3733869 7.2122522 51.3733468 7.2123648 51.3733016 7.2124151 51.3732798 7.2124663 51.3732517 7.2126937 51.3731109 7.2127544 51.3730805 7.2128248 51.3730537 7.2129214 51.3730295 7.2130062 51.3730161 7.2130548 51.3730119 7.2131065 51.373011 7.2131574 51.3730119 7.2132086 51.3730129 7.213435 51.3730303 7.2136519 51.3730563 7.2140896 51.3731114 7.2142129 51.3731333 7.2142786 51.3731404 7.2143608 51.3731441 7.2145914 51.373136 7.2148137 51.3731341 7.2148807 51.373132 7.2149504 51.373128 7.2151463 51.3731065 7.2153311 51.3730781 7.2156229 51.3730152 7.2159281 51.3729307 7.216129 51.3728559 7.2163467 51.3727597 7.216478 51.3726854 7.2165984 51.3725997 7.2167492 51.3726695 7.2171267 51.3728768 7.2173833 51.3730234 7.2176617 51.3731836 7.2177038 51.3732212 7.2177955 51.3733203 7.2178412 51.3733535 7.2179262 51.3734045 7.2179861 51.3734263 7.218082 51.3734426 7.2181113 51.3734507 7.2181631 51.3734765 7.2183071 51.3735833 7.218373 51.3735996 7.2184471 51.3736077 7.2186365 51.3736059 7.2186775 51.373607 7.2187331 51.373613 7.218943 51.3736529 7.2192388 51.3737071 7.2194894 51.3737419 7.2195858 51.3737525 7.2196423 51.3737566 7.2199186 51.3737649 7.2199841 51.3737701 7.2200654 51.3737863 7.2203754 51.3738793 7.220693 51.3739741 7.2209681 51.3740554 7.2212451 51.3741507 7.2216678 51.3742916 7.2220217 51.374402 7.2221462 51.3744472 7.2222674 51.3744996 7.2223219 51.3745347 7.222372 51.3745754 7.2224198 51.374636 7.2224575 51.3747052 7.2224694 51.3747616 7.2224701 51.3748212 7.222452 51.3748933 7.2225491 51.374891 7.2228774 51.3748816 7.2232242 51.3748767 7.2234693 51.37488 7.223677 51.3748804 7.2238107 51.3748763 7.22396 51.3748604 7.2244144 51.3747786 7.2245488 51.3747457 7.2246779 51.3747008 7.2247231 51.374682
g paved unpaved track track footway
e 372954640 437366965 264.0
f 7.2250945 51.3743489 7.2252378 51.374412 7.2259289 51.3747373 7.2255553 51.3751264 7.2265689 51.3752572 7.2263609 51.3754893 7.226069 51.3756805
g paved path
e 372954640 747881538 1061.672
f 7.2250945 51.3743489 7.225171 51.3742392 7.2251818 51.374217 7.2251925 51.3741881 7.2251952 51.3741651 7.225196 51.3741348 7.2251932 51.3741077 7.2251831 51.3740743 7.2251098 51.3738616 7.2250737 51.3737433 7.2250691 51.3736992 7.2250723 51.3736558 7.2250872 51.3736117 7.2251161 51.3735729 7.2251737 51.3735226 7.2252227 51.3734916 7.225266 51.3734702 7.2253521 51.3734464 7.2254419 51.3734357 7.2256913 51.3733934 7.2257826 51.3733744 7.2258647 51.373353 7.2260547 51.37329 7.2261968 51.3732339 7.2262459 51.3732011 7.2262913 51.3731611 7.2263076 51.3731232 7.226314 51.3730785 7.226311 51.3730387 7.2262959 51.3729997 7.226183 51.3728836 7.2261431 51.3728482 7.2260079 51.372713 7.2259861 51.372687 7.2259737 51.3726661 7.2259689 51.372641 7.2259683 51.3726159 7.2259756 51.3725932 7.2259911 51.3725682 7.2260159 51.3725397 7.2260407 51.3725175 7.2260653 51.3725001 7.2261272 51.3724619 7.2262044 51.3724311 7.226311 51.3724091 7.2264378 51.3723904 7.2266181 51.3723728 7.2267685 51.372358 7.2269378 51.3723396 7.2271706 51.3722906 7.2273175 51.3722651 7.2273969 51.3722509 7.2274476 51.3722459 7.2275039 51.3722442 7.2276181 51.3722481 7.2277909 51.3722621 7.2278681 51.3722684 7.2279719 51.3722714 7.2280283 51.372271 7.2280815 51.3722645 7.2281349 51.3722521 7.2281718 51.3722329 7.2282078 51.3722055 7.2282591 51.3721707 7.2283925 51.3720794 7.2284641 51.3720353 7.2285191 51.3720135 7.2285828 51.3719985 7.2288938 51.3719475 7.2290887 51.3719164 7.2293061 51.3718841 7.2295016 51.3718527 7.2298413 51.3717805 7.2300939 51.3717317 7.2303417 51.3716997 7.2305341 51.371682 7.2306327 51.3716736 7.2306763 51.3716703 7.2308188 51.371685 7.230965 51.3717033 7.2310806 51.3717269 7.2311431 51.3717331 7.231184 51.3717309 7.2311651 51.3716912 7.2311546 51.3716479 7.2311507 51.3715553 7.2311436 51.3715259 7.2311297 51.371496 7.2311577 51.3714819 7.2312035 51.3714699 7.2312368 51.3714639 7.2312771 51.3714609 7.2313969 51.3714584 7.232496 51.371439 7.2325878 51.3714369 7.2331316 51.3714411 7.2336865 51.3714501 7.2339623 51.3714075 7.2341818 51.3712996 7.2344347 51.3711358 7.2350185 51.3708592 7.2351414 51.3707961 7.2355716 51.3705751 7.235835 51.3704525
g paved
e 372954640 372954648 40.922
f 7.2250945 51.3743489 7.224918 51.3745449 7.2248438 51.3746033
g paved
e 373436449 373436451 313.87799999999993
f 7.294018 51.5335896 7.2940465 51.5337269 7.2940399 51.5338294 7.2941024 51.533927 7.2941406 51.5340566 7.2942567 51.5341527 7.2943161 51.5342464 7.2944053 51.5343449 7.2944496 51.5343906 7.2944804 51.5344565 7.294546 51.5345082 7.2945924 51.5345246 7.2945943 51.534567 7.2945713 51.5346038 7.2944873 51.5346736 7.2944503 51.5346915 7.2944135 51.5346985 7.2943673 51.5347266 7.2943538 51.5347587 7.2943614 51.5347937 7.2943652 51.5348075 7.2943648 51.5348255 7.2943423 51.5348391 7.2943132 51.5348511 7.2942121 51.5347924 7.294026 51.5347457 7.2936902 51.5346827 7.2936271 51.5346669 7.2934723 51.5345798 7.293338 51.5344718 7.2932295 51.5343848 7.2930236 51.5342352 7.2928666 51.5341198 7.2927218 51.5340646
g path footway
e 373763288 373763933 742.0070000000001
f 7.2067849 51.3328219 7.2071404 51.3325997 7.2073977 51.3325682 7.2077604 51.332534 7.208308 51.3326099 7.2086646 51.3327059 7.2095066 51.3334429 7.2103634 51.3339487 7.2107652 51.3341497 7.2111464 51.3341973 7.2113505 51.3342704 7.2119513 51.334753 7.2123935 51.3351161 7.2130671 51.3354502 7.2140344 51.335919 7.2142473 51.3360561
